City,Year,Sport,Discipline,Event,Gender,Country,Medal,Players
Montreal,1976,Athletics,Athletics,20km walk,Men,East Germany,Silver,"REIMANN, Hans"
Montreal,1976,Athletics,Athletics,high jump,Men,Poland,Gold,"WSZOLA, Jacek"
Montreal,1976,Athletics,Athletics,4x400m relay,Men,United States,Gold,"NEWHOUSE, Frederick Vaughn"
Montreal,1976,Athletics,Athletics,javelin throw,Women,East Germany,Gold,"FUCHS, Ruth"
Montreal,1976,Athletics,Athletics,4x100m relay,Men,United States,Gold,"GLANCE, Harvey Edward"
Montreal,1976,Athletics,Athletics,4x400m relay,Women,East Germany,Gold,"ROHDE, Brigitte"
Montreal,1976,Athletics,Athletics,long jump,Women,United States,Silver,"MCMILLAN, Catherine Laverne"
Montreal,1976,Athletics,Athletics,high jump,Women,Bulgaria,Bronze,"BLAGOEVA-DIMITROVA, Yordanka"
Montreal,1976,Athletics,Athletics,400m hurdles,Men,Soviet Union,Bronze,"GAVRILENKO, Yevgeni"
Montreal,1976,Athletics,Athletics,marathon,Men,Belgium,Bronze,"LISMONT, Karel"
Montreal,1976,Athletics,Athletics,4x100m relay,Women,West Germany,Silver,"POSSEKEL, Elvira"
Montreal,1976,Athletics,Athletics,4x100m relay,Women,East Germany,Gold,"STECHER, Renate"
Montreal,1976,Athletics,Athletics,4x400m relay,Men,United States,Gold,"BROWN, Benjamin Gene"
Montreal,1976,Athletics,Athletics,200m,Women,West Germany,Silver,"RICHTER-IRRGANG, Annegret"
Montreal,1976,Athletics,Athletics,200m,Men,Jamaica,Gold,"QUARRIE, Donald"
Montreal,1976,Athletics,Athletics,10000m,Men,Portugal,Silver,"LOPES, Carlos"
Montreal,1976,Athletics,Athletics,400m,Men,United States,Silver,"NEWHOUSE, Frederick Vaughn"
Montreal,1976,Athletics,Athletics,javelin throw,Men,Finland,Silver,"SIITONEN, Hannu Juhani"
Montreal,1976,Athletics,Athletics,pole vault,Men,Finland,Silver,"KALLIOMÄKI, Antti Tapani"
Montreal,1976,Athletics,Athletics,4x400m relay,Women,Soviet Union,Bronze,"KOLESNIKOVA-ILYINA, Nadezhda"
Montreal,1976,Athletics,Athletics,110m hurdles,Men,France,Gold,"DRUT, Guy"
Montreal,1976,Athletics,Athletics,triple jump,Men,Brazil,Bronze,"DE OLIVEIRA, Joao Carlos"
Montreal,1976,Athletics,Athletics,hammer throw,Men,Soviet Union,Silver,"SPIRIDONOV, Aleksei"
Montreal,1976,Athletics,Athletics,discus throw,Women,East Germany,Bronze,"HINZMANN, Gabriele"
Montreal,1976,Athletics,Athletics,4x100m relay,Men,Soviet Union,Bronze,"BORZOV, Valery"
Montreal,1976,Athletics,Athletics,long jump,Women,Soviet Union,Bronze,"ALFEEVA, Lidia"
Montreal,1976,Athletics,Athletics,400m,Women,Poland,Gold,"SZEWINSKA, Irena"
Montreal,1976,Athletics,Athletics,shot put,Women,Czechoslovakia,Bronze,"FIBINGEROVA, Helena"
Montreal,1976,Athletics,Athletics,4x100m relay,Men,East Germany,Silver,"KOKOT, Manfred"
Montreal,1976,Athletics,Athletics,4x400m relay,Men,West Germany,Bronze,"HOFMEISTER, Franz-Peter"
Montreal,1976,Athletics,Athletics,high jump,Women,Italy,Silver,"SIMEONI, Sara"
Montreal,1976,Athletics,Athletics,4x400m relay,Men,West Germany,Bronze,"SCHMID, Harald"
Montreal,1976,Athletics,Athletics,4x400m relay,Women,United States,Silver,"GREENE-JILES, Pamela"
Montreal,1976,Athletics,Athletics,discus throw,Women,Bulgaria,Silver,"VERGOVA-PETKOVA, Maria"
Montreal,1976,Athletics,Athletics,800m,Men,Cuba,Gold,"JUANTORENA, Alberto"
Montreal,1976,Athletics,Athletics,discus throw,Men,United States,Gold,"WILKINS, Malcolm Maurice"
Montreal,1976,Athletics,Athletics,4x400m relay,Women,United States,Silver,"SAPENTER, Deborah Elaine"
Montreal,1976,Athletics,Athletics,110m hurdles,Men,Cuba,Silver,"CASANAS RAMIREZ, Alejandro"
Montreal,1976,Athletics,Athletics,1500m,Women,East Germany,Bronze,"KLAPEZYNSKI-BRUNS, Ulrike"
Montreal,1976,Athletics,Athletics,4x100m relay,Men,United States,Gold,"JONES, John Wesley"
Montreal,1976,Athletics,Athletics,100m,Women,West Germany,Bronze,"HELTEN, Inge"
Montreal,1976,Athletics,Athletics,4x100m relay,Men,Soviet Union,Bronze,"AKSININ, Aleksandr"
Montreal,1976,Athletics,Athletics,4x100m relay,Women,Soviet Union,Bronze,"PROROCHENKO, Tatiana"
Montreal,1976,Athletics,Athletics,100m,Men,Trinidad and Tobago,Gold,"CRAWFORD, Hasely"
Montreal,1976,Athletics,Athletics,4x100m relay,Women,Soviet Union,Bronze,"ZHARKOVA-MASLAKOVA, Liudmila"
Montreal,1976,Athletics,Athletics,4x100m relay,Women,West Germany,Silver,"KRONIGER, Annegret"
Montreal,1976,Athletics,Athletics,javelin throw,Women,West Germany,Silver,"BECKER-STEINER, Marion"
Montreal,1976,Basketball,Basketball,basketball,Men,Yugoslavia,Silver,"GEORGIJEVSKI, Blagoje"
Montreal,1976,Basketball,Basketball,basketball,Women,Bulgaria,Bronze,"SKERLATOVA, Girgina"
Montreal,1976,Basketball,Basketball,basketball,Women,Soviet Union,Gold,"OVECHKINA, Tatiana"
Montreal,1976,Basketball,Basketball,basketball,Women,Bulgaria,Bronze,"MIKHAILOVA, Snezhana"
Montreal,1976,Basketball,Basketball,basketball,Women,United States,Silver,"LIEBERMAN, Nancy Lizabeth"
Montreal,1976,Basketball,Basketball,basketball,Women,Soviet Union,Gold,"ZAKHAROVA-NADIROVA, Tatiana"
Montreal,1976,Basketball,Basketball,basketball,Women,United States,Silver,"MARQUIS, Gail Annette"
Montreal,1976,Basketball,Basketball,basketball,Men,United States,Gold,"MAY, Scott Glenn"
Montreal,1976,Basketball,Basketball,basketball,Women,United States,Silver,"LEWIS, Charlotte"
Montreal,1976,Basketball,Basketball,basketball,Men,Soviet Union,Bronze,"KORKIYA, Mikhail"
Montreal,1976,Basketball,Basketball,basketball,Men,United States,Gold,"KUPCHAK, Mitchell"
Montreal,1976,Basketball,Basketball,basketball,Women,Bulgaria,Bronze,"METODIEVA, Penka"
Montreal,1976,Basketball,Basketball,basketball,Men,United States,Gold,"DANTLEY, Adrian Delano"
Montreal,1976,Basketball,Basketball,basketball,Men,Yugoslavia,Silver,"JELOVAC, Vinko"
Montreal,1976,Basketball,Basketball,basketball,Women,Soviet Union,Gold,"KURVYAKOVA, Raisa"
Montreal,1976,Basketball,Basketball,basketball,Women,Bulgaria,Bronze,"GIUROVA, Krassimira"
Montreal,1976,Basketball,Basketball,basketball,Men,Yugoslavia,Silver,"COSIC, Kresimir"
Montreal,1976,Basketball,Basketball,basketball,Men,United States,Gold,"SHEPPARD, Steven"
Montreal,1976,Basketball,Basketball,basketball,Women,Soviet Union,Gold,"FERYABNIKOVA, Nelli"
Montreal,1976,Basketball,Basketball,basketball,Women,Soviet Union,Gold,"RUPSHENE, Angelia"
Montreal,1976,Basketball,Basketball,basketball,Men,United States,Gold,"FORD, Philip Jackson, Jr."
Montreal,1976,Basketball,Basketball,basketball,Women,United States,Silver,"ROJCEWICZ, Susan Marie"
Montreal,1976,Basketball,Basketball,basketball,Men,United States,Gold,"CARR, Kenneth Alan"
Montreal,1976,Basketball,Basketball,basketball,Men,Soviet Union,Bronze,"MYSHKIN, Anatoli"
Montreal,1976,Basketball,Basketball,basketball,Women,Bulgaria,Bronze,"MAKAVEEVA, Petkana"
Montreal,1976,Basketball,Basketball,basketball,Men,Soviet Union,Bronze,"ARZAMASKOV, Vladimir"
Montreal,1976,Basketball,Basketball,basketball,Women,Soviet Union,Gold,"SHUVAEVA-OLKHOVA, Nadezhda"
Montreal,1976,Basketball,Basketball,basketball,Men,United States,Gold,"DAVIS, Walter Paul"
Montreal,1976,Basketball,Basketball,basketball,Women,Bulgaria,Bronze,"BOGDANOVA, Krasimira"
Montreal,1976,Basketball,Basketball,basketball,Women,United States,Silver,"BROGDEN, Cinderella Jane"
Montreal,1976,Basketball,Basketball,basketball,Men,Yugoslavia,Silver,"SOLMAN, Damir"
Montreal,1976,Basketball,Basketball,basketball,Women,Soviet Union,Gold,"BARISHEVA-KOROSTELEVA, Olga"
Montreal,1976,Basketball,Basketball,basketball,Men,Soviet Union,Bronze,"BELOV, Sergei"
Montreal,1976,Basketball,Basketball,basketball,Men,Yugoslavia,Silver,"SLAVNIC, Zoran"
Montreal,1976,Basketball,Basketball,basketball,Men,Yugoslavia,Silver,"DELIBASIC, Mirza"
Montreal,1976,Basketball,Basketball,basketball,Men,United States,Gold,"GRUNFELD, Ernest"
Montreal,1976,Basketball,Basketball,basketball,Women,Bulgaria,Bronze,"DILOVA-BRAYNOVA, Diana"
Montreal,1976,Basketball,Basketball,basketball,Women,Soviet Union,Gold,"SUKHARNOVA, Olga"
Montreal,1976,Basketball,Basketball,basketball,Women,Soviet Union,Gold,"SEMENOVA, Iuliana"
Montreal,1976,Basketball,Basketball,basketball,Men,Yugoslavia,Silver,"VARAJIC, Zarko"
Montreal,1976,Basketball,Basketball,basketball,Men,United States,Gold,"LAGARDE, Thomas Joseph"
Montreal,1976,Basketball,Basketball,basketball,Men,United States,Gold,"BUCKNER, William Quinn"
Montreal,1976,Basketball,Basketball,basketball,Women,Soviet Union,Gold,"ZAKHAROVA, Nadezhda"
Montreal,1976,Basketball,Basketball,basketball,Men,Soviet Union,Bronze,"EDESHKO, Ivan"
Montreal,1976,Basketball,Basketball,basketball,Men,Soviet Union,Bronze,"TKACHENKO, Vladimir"
Montreal,1976,Basketball,Basketball,basketball,Men,Soviet Union,Bronze,"ZHARMUKHAMEDOV, Alzhan"
Montreal,1976,Basketball,Basketball,basketball,Men,Yugoslavia,Silver,"KNEGO, Andro"
Montreal,1976,Basketball,Basketball,basketball,Women,Bulgaria,Bronze,"GOLTCHEVA, Nadka"
Montreal,1976,Basketball,Basketball,basketball,Women,United States,Silver,"ROBERTS, Patricia Ann"
Montreal,1976,Basketball,Basketball,basketball,Men,Soviet Union,Bronze,"BELOV, Aleksandr"
Montreal,1976,Basketball,Basketball,basketball,Men,Yugoslavia,Silver,"ZIZIC, Rajko"
Montreal,1976,Basketball,Basketball,basketball,Women,United States,Silver,"HARRIS, Lusia Mae"
Montreal,1976,Basketball,Basketball,basketball,Women,United States,Silver,"HEAD, Patricia Sue"
Montreal,1976,Basketball,Basketball,basketball,Men,United States,Gold,"HUBBARD, Phillip Gregory"
Montreal,1976,Basketball,Basketball,basketball,Men,Soviet Union,Bronze,"MAKEEV, Andrei"
Montreal,1976,Basketball,Basketball,basketball,Women,United States,Silver,"DUNKLE, Nancy Lynn"
Montreal,1976,Basketball,Basketball,basketball,Women,United States,Silver,"MEYERS, Ann Elizabeth"
Montreal,1976,Basketball,Basketball,basketball,Men,Yugoslavia,Silver,"JERKOV, Zeljko"
Montreal,1976,Basketball,Basketball,basketball,Women,Bulgaria,Bronze,"STOYANOVA, Maria"
Montreal,1976,Basketball,Basketball,basketball,Women,United States,Silver,"O'CONNOR, Mary Anne"
Montreal,1976,Basketball,Basketball,basketball,Women,Bulgaria,Bronze,"STOYANOVA, Penka"
Montreal,1976,Basketball,Basketball,basketball,Men,Soviet Union,Bronze,"SALNIKOV, Aleksandr"
Montreal,1976,Basketball,Basketball,basketball,Men,United States,Gold,"ARMSTRONG, Michael Taylor (Tate)"
Montreal,1976,Basketball,Basketball,basketball,Men,Yugoslavia,Silver,"KICANOVIC, Dragan"
Montreal,1976,Basketball,Basketball,basketball,Women,Soviet Union,Gold,"KLIMOVA, Natalya"
Montreal,1976,Basketball,Basketball,basketball,Men,Soviet Union,Bronze,"MILOSERDOV, Valeri"
Montreal,1976,Basketball,Basketball,basketball,Men,Soviet Union,Bronze,"ZHIGILY, Vladimir"
Montreal,1976,Basketball,Basketball,basketball,Women,Soviet Union,Gold,"DAUNENE, Tamara"
Montreal,1976,Basketball,Basketball,basketball,Men,Yugoslavia,Silver,"DALIPAGIC, Drazen"
Montreal,1976,Basketball,Basketball,basketball,Women,Bulgaria,Bronze,"YORDANOVA, Todorka"
Montreal,1976,Basketball,Basketball,basketball,Women,Bulgaria,Bronze,"CHTARKELOVA, Margarita"
Montreal,1976,Basketball,Basketball,basketball,Women,United States,Silver,"SIMPSON, Julienne Brazinski"
Montreal,1976,Boxing,Boxing,63.5 - 67kg (welterweight),Men,Venezuela,Silver,"GAMARRO, Pedro José"
Montreal,1976,Boxing,Boxing,67 - 71kg (light-middleweight),Men,Soviet Union,Bronze,"SAVCHENKO, Viktor"
Montreal,1976,Boxing,Boxing,60 - 63.5kg (light-welterweight),Men,Poland,Bronze,"SZCZERBA, Kazimierz"
Montreal,1976,Boxing,Boxing,60 - 63.5kg (light-welterweight),Men,Bulgaria,Bronze,"KOLEV, Vladimir"
Montreal,1976,Boxing,Boxing,71-75kg,Men,Cuba,Bronze,"MARTINEZ SANCHEZ, Luis Felipe"
Montreal,1976,Boxing,Boxing,57 - 60kg (lightweight),Men,United States,Gold,"DAVIS, Howard Edward, Jr."
Montreal,1976,Boxing,Boxing,75 - 81kg (light-heavyweight),Men,United States,Gold,"SPINKS, Leonard, Jr."
Montreal,1976,Boxing,Boxing,+ 81kg (heavyweight),Men,United States,Bronze,"TATE, John"
Montreal,1976,Boxing,Boxing,54 - 57kg (featherweight),Men,Poland,Bronze,"KOSEDOWSKI, Leszek"
Montreal,1976,Boxing,Boxing,48 - 51kg (flyweight),Men,Soviet Union,Bronze,"TOROSYAN, David"
Montreal,1976,Boxing,Boxing,60 - 63.5kg (light-welterweight),Men,United States,Gold,"LEONARD, Ray Charles"
Montreal,1976,Boxing,Boxing,51 - 54kg (bantamweight),Men,United Kingdom,Bronze,"COWDELL, Patrick"
Montreal,1976,Boxing,Boxing,+ 81kg (heavyweight),Men,Cuba,Gold,"STEVENSON, Teofilo"
Montreal,1976,Boxing,Boxing,54 - 57kg (featherweight),Men,Mexico,Bronze,"PAREDES, Juan"
Montreal,1976,Boxing,Boxing,- 48kg (light-flyweight),Men,Puerto Rico*,Bronze,"MALDONADO, Orlando"
Montreal,1976,Boxing,Boxing,54 - 57kg (featherweight),Men,Cuba,Gold,"HERRERA VERA, Angel"
Montreal,1976,Boxing,Boxing,48 - 51kg (flyweight),Men,Cuba,Silver,"DUVALON CARRION, Ramon"
Montreal,1976,Boxing,Boxing,71-75kg,Men,United States,Gold,"SPINKS, Michael L."
Montreal,1976,Boxing,Boxing,75 - 81kg (light-heavyweight),Men,Romania,Bronze,"DAFINOIU, Costica"
Montreal,1976,Boxing,Boxing,48 - 51kg (flyweight),Men,United States,Gold,"RANDOLPH, Leonard"
Montreal,1976,Boxing,Boxing,- 48kg (light-flyweight),Men,Cuba,Gold,"HERNANDEZ PADRON, Jorge"
Montreal,1976,Boxing,Boxing,+ 81kg (heavyweight),Men,Romania,Silver,"SIMON, Mircea"
Montreal,1976,Boxing,Boxing,57 - 60kg (lightweight),Men,Yugoslavia,Bronze,"RUSEVSKI, Ace"
Montreal,1976,Boxing,Boxing,63.5 - 67kg (welterweight),Men,Romania,Bronze,"ZILBERMAN, Victor"
Montreal,1976,Boxing,Boxing,67 - 71kg (light-middleweight),Men,Cuba,Bronze,"GARBEY, Rolando"
Montreal,1976,Boxing,Boxing,51 - 54kg (bantamweight),Men,"Korea, North",Gold,"GU, Young Jo"
Montreal,1976,Boxing,Boxing,71-75kg,Men,Soviet Union,Silver,"RISKIEV, Rufat"
Montreal,1976,Boxing,Boxing,+ 81kg (heavyweight),Men,Bermuda*,Bronze,"HILL, Clarence"
Montreal,1976,Boxing,Boxing,60 - 63.5kg (light-welterweight),Men,Cuba,Silver,"ALDAMA CABRERA, Andres"
Montreal,1976,Boxing,Boxing,48 - 51kg (flyweight),Men,Poland,Bronze,"BLAZYNSKI, Leszek"
Montreal,1976,Boxing,Boxing,63.5 - 67kg (welterweight),Men,East Germany,Gold,"BACHFELD, Jochen"
Montreal,1976,Boxing,Boxing,57 - 60kg (lightweight),Men,Soviet Union,Bronze,"SOLOMIN, Vasili"
Montreal,1976,Boxing,Boxing,- 48kg (light-flyweight),Men,"Korea, North",Silver,"LI, Byong Uk"
Montreal,1976,Boxing,Boxing,67 - 71kg (light-middleweight),Men,Yugoslavia,Silver,"KACAR, Tadija"
Montreal,1976,Boxing,Boxing,75 - 81kg (light-heavyweight),Men,Poland,Bronze,"GORTAT, Janusz"
Montreal,1976,Boxing,Boxing,- 48kg (light-flyweight),Men,Thailand,Bronze,"POOLTARAT, Payao"
Montreal,1976,Boxing,Boxing,51 - 54kg (bantamweight),Men,United States,Silver,"MOONEY, Charles Michael"
Montreal,1976,Boxing,Boxing,54 - 57kg (featherweight),Men,East Germany,Silver,"NOWAKOWSKI, Richard"
Montreal,1976,Boxing,Boxing,57 - 60kg (lightweight),Men,Romania,Silver,"CUTOV, Simion"
Montreal,1976,Boxing,Boxing,67 - 71kg (light-middleweight),Men,Poland,Gold,"RYBICKI, Jerzy"
Montreal,1976,Boxing,Boxing,75 - 81kg (light-heavyweight),Men,Cuba,Silver,"SORIA CABRERA, Sixto"
Montreal,1976,Boxing,Boxing,71-75kg,Men,Romania,Bronze,"NASTAC, Alexandru"
Montreal,1976,Boxing,Boxing,51 - 54kg (bantamweight),Men,Soviet Union,Bronze,"RYBAKOV, Viktor"
Montreal,1976,Boxing,Boxing,63.5 - 67kg (welterweight),Men,West Germany,Bronze,"SKRICEK, Reinhard"
Montreal,1976,Canoe / Kayak,Canoe / Kayak F,K-1 500m (kayak single),Men,East Germany,Bronze,"HELM, Rüdiger"
Montreal,1976,Canoe / Kayak,Canoe / Kayak F,C-1 500m (canoe single),Men,Soviet Union,Gold,"ROGOV, Aleksandr"
Montreal,1976,Canoe / Kayak,Canoe / Kayak F,C-2 500m (canoe double),Men,Poland,Silver,"OPARA, Jerzy"
Montreal,1976,Canoe / Kayak,Canoe / Kayak F,K-4 1000m (kayak four),Men,Soviet Union,Gold,"DEGTYAREV, Aleksandr"
Montreal,1976,Canoe / Kayak,Canoe / Kayak F,K-1 1000m (kayak single),Men,Romania,Bronze,"DIBA, Vasile"
Montreal,1976,Canoe / Kayak,Canoe / Kayak F,K-2 500m (kayak double),Women,Soviet Union,Gold,"GOPOVA-TROFIMOVA, Nina"
Montreal,1976,Canoe / Kayak,Canoe / Kayak F,K-4 1000m (kayak four),Men,Soviet Union,Gold,"CHUKHRAI, Sergei"
Montreal,1976,Canoe / Kayak,Canoe / Kayak F,K-1 500m (kayak single),Men,Romania,Gold,"DIBA, Vasile"
Montreal,1976,Canoe / Kayak,Canoe / Kayak F,K-4 1000m (kayak four),Men,East Germany,Bronze,"BISCHOF, Frank-Peter"
Montreal,1976,Canoe / Kayak,Canoe / Kayak F,C-1 1000m (canoe single),Men,Yugoslavia,Gold,"LJUBEK, Matija"
Montreal,1976,Canoe / Kayak,Canoe / Kayak F,K-4 1000m (kayak four),Men,Spain,Silver,"MENENDEZ RODRIGUEZ, Herminio"
Montreal,1976,Canoe / Kayak,Canoe / Kayak F,K-1 500m (kayak single),Women,East Germany,Gold,"ZIRZOW, Carola"
Montreal,1976,Canoe / Kayak,Canoe / Kayak F,K-2 1000m (kayak double),Men,Soviet Union,Gold,"ROMANOVSKY, Vladimir"
Montreal,1976,Canoe / Kayak,Canoe / Kayak F,K-2 1000m (kayak double),Men,East Germany,Silver,"MATTERN, Joachim"
Montreal,1976,Canoe / Kayak,Canoe / Kayak F,K-2 1000m (kayak double),Men,Hungary,Bronze,"BAKO, Zoltan"
Montreal,1976,Canoe / Kayak,Canoe / Kayak F,K-4 1000m (kayak four),Men,East Germany,Bronze,"DUVIGNEAU, Bernd"
Montreal,1976,Canoe / Kayak,Canoe / Kayak F,K-2 500m (kayak double),Women,Hungary,Silver,"PFEFFER, Anna"
Montreal,1976,Canoe / Kayak,Canoe / Kayak F,C-2 1000m (canoe double),Men,Soviet Union,Gold,"PETRENKO, Sergei"
Montreal,1976,Canoe / Kayak,Canoe / Kayak F,K-2 500m (kayak double),Men,Romania,Bronze,"SERHEI, Larion"
Montreal,1976,Canoe / Kayak,Canoe / Kayak F,K-4 1000m (kayak four),Men,East Germany,Bronze,"LEHNERT, Jürgen"
Montreal,1976,Canoe / Kayak,Canoe / Kayak F,K-2 1000m (kayak double),Men,Hungary,Bronze,"SZABO, Istvan"
Montreal,1976,Canoe / Kayak,Canoe / Kayak F,C-1 1000m (canoe single),Men,Soviet Union,Silver,"YURCHENKO, Vasili"
Montreal,1976,Canoe / Kayak,Canoe / Kayak F,K-4 1000m (kayak four),Men,Soviet Union,Gold,"FILATOV, Yuri"
Montreal,1976,Canoe / Kayak,Canoe / Kayak F,K-2 1000m (kayak double),Men,East Germany,Silver,"OLBRICHT, Bernd"
Montreal,1976,Canoe / Kayak,Canoe / Kayak F,K-1 1000m (kayak single),Men,Hungary,Silver,"CSAPO, Geza"
Montreal,1976,Canoe / Kayak,Canoe / Kayak F,C-2 1000m (canoe double),Men,Hungary,Bronze,"BUDAY, Tamas"
Montreal,1976,Canoe / Kayak,Canoe / Kayak F,K-2 500m (kayak double),Men,Soviet Union,Silver,"NAGORNYI, Sergei"
Montreal,1976,Canoe / Kayak,Canoe / Kayak F,K-2 1000m (kayak double),Men,Soviet Union,Gold,"NAGORNYI, Sergei"
Montreal,1976,Canoe / Kayak,Canoe / Kayak F,C-2 500m (canoe double),Men,Soviet Union,Gold,"VINOGRADOV, Aleksandr"
Montreal,1976,Canoe / Kayak,Canoe / Kayak F,C-2 1000m (canoe double),Men,Romania,Silver,"SIMIONOV, Gheorghe"
Montreal,1976,Canoe / Kayak,Canoe / Kayak F,K-2 500m (kayak double),Women,East Germany,Bronze,"KÖSTER, Bärbel"
Montreal,1976,Canoe / Kayak,Canoe / Kayak F,K-4 1000m (kayak four),Men,Soviet Union,Gold,"MOROZOV, Vladimir"
Montreal,1976,Canoe / Kayak,Canoe / Kayak F,K-1 500m (kayak single),Women,Hungary,Bronze,"RAJNAI, Klara"
Montreal,1976,Canoe / Kayak,Canoe / Kayak F,K-1 500m (kayak single),Women,Soviet Union,Silver,"KORSHUNOVA, Tatyana"
Montreal,1976,Canoe / Kayak,Canoe / Kayak F,K-1 1000m (kayak single),Men,East Germany,Gold,"HELM, Rüdiger"
Montreal,1976,Canoe / Kayak,Canoe / Kayak F,C-2 1000m (canoe double),Men,Hungary,Bronze,"FREY, Oszkar"
Montreal,1976,Canoe / Kayak,Canoe / Kayak F,C-1 500m (canoe single),Men,Yugoslavia,Bronze,"LJUBEK, Matija"
Montreal,1976,Canoe / Kayak,Canoe / Kayak F,K-2 500m (kayak double),Men,Romania,Bronze,"MALIHIN, Policarp"
Montreal,1976,Canoe / Kayak,Canoe / Kayak F,C-2 500m (canoe double),Men,Hungary,Bronze,"BUDAY, Tamas"
Montreal,1976,Canoe / Kayak,Canoe / Kayak F,K-2 500m (kayak double),Women,Hungary,Silver,"RAJNAI, Klara"
Montreal,1976,Canoe / Kayak,Canoe / Kayak F,K-4 1000m (kayak four),Men,Spain,Silver,"RAMOS MISIONE, Luis Gregorio"
Montreal,1976,Canoe / Kayak,Canoe / Kayak F,K-2 500m (kayak double),Women,East Germany,Bronze,"ZIRZOW, Carola"
Montreal,1976,Canoe / Kayak,Canoe / Kayak F,K-2 500m (kayak double),Men,Soviet Union,Silver,"ROMANOVSKY, Vladimir"
Montreal,1976,Canoe / Kayak,Canoe / Kayak F,C-2 1000m (canoe double),Men,Romania,Silver,"DANIELOV, Gheorghe"
Montreal,1976,Canoe / Kayak,Canoe / Kayak F,C-1 500m (canoe single),Men,Canada,Silver,"WOOD, John"
Montreal,1976,Canoe / Kayak,Canoe / Kayak F,K-1 500m (kayak single),Men,Hungary,Silver,"SZTANITY, Zoltan"
Montreal,1976,Canoe / Kayak,Canoe / Kayak F,K-4 1000m (kayak four),Men,East Germany,Bronze,"HELM, Rüdiger"
Montreal,1976,Canoe / Kayak,Canoe / Kayak F,C-2 500m (canoe double),Men,Hungary,Bronze,"FREY, Oszkar"
Montreal,1976,Canoe / Kayak,Canoe / Kayak F,K-4 1000m (kayak four),Men,Spain,Silver,"LOPEZ DIAZ FLOR, Jose Ramon"
Montreal,1976,Canoe / Kayak,Canoe / Kayak F,K-2 500m (kayak double),Men,East Germany,Gold,"OLBRICHT, Bernd"
Montreal,1976,Canoe / Kayak,Canoe / Kayak F,C-2 1000m (canoe double),Men,Soviet Union,Gold,"VINOGRADOV, Aleksandr"
Montreal,1976,Canoe / Kayak,Canoe / Kayak F,K-2 500m (kayak double),Men,East Germany,Gold,"MATTERN, Joachim"
Montreal,1976,Canoe / Kayak,Canoe / Kayak F,C-1 1000m (canoe single),Men,Hungary,Bronze,"WICHMANN, Tamas"
